,B cells,CD8+ T cells,CD4+ T cells,Tregs,NK cells,Monocytes,Macrophages M1,Macrophages M2,Dendritic cells,Neutrophils,Mast cells,Eosinophils,T helper cells,Cytotoxic cells,Immune checkpoint
TCGA-55-7727-01A,0.7282724283347579,-0.061717594730574504,0.287318561450275,0.6892026162348982,-0.400256025809109,-0.41891403828981444,0.04125512413953469,0.19633113168231725,0.38540363891184226,-0.48720417805128163,-0.3316260809716263,0.32817091754253086,0.1633819651548318,-0.36544910250476864,-0.07073209570919885
TCGA-86-7955-01A,-0.8027407737310426,-1.048755411319087,-2.027426186397192,-0.9578944612807806,-0.45403881882094566,-2.5351223036052373,-0.7348202891339933,-1.9554107905953726,-1.9661219635273377,-1.127692895641082,-0.7160461168219996,-1.0833321032177712,-0.6413296453231797,-0.9981085646805098,-1.3310189033305038
TCGA-49-4487-01A,1.974033895138773,1.311306307872451,0.7943777181979008,0.7964719117438475,0.3646140049947403,0.006863643951108944,0.011289150125640754,-0.43317208696451165,0.5517469276755699,-0.5557883399152298,-0.5297232880046471,-0.05312316656582381,0.18849048366553756,1.1529188893793185,0.5766191140730474
TCGA-55-6985-01A,0.5758176218587396,0.6096017045665774,0.30762443316679605,1.04301713867757,1.7056075289717854,0.35883371485411425,0.37097130427418057,0.12401792253350341,-0.10212465282438707,0.14588550747616255,0.552974695647439,-0.1853854064398624,0.07778759711930967,0.8177288106574718,0.710173298098233
TCGA-05-4415-01A,-1.0541030700118643,0.5162365148245056,-1.4087063458010967,-0.8157803107445267,0.12662359294758413,-0.615862457221482,-0.7410903979737995,-0.5124525083510297,-0.8932799196029542,0.1393477917368909,-0.610661239535549,-0.7750080858115684,-0.4856114096959945,0.7085717695462999,-0.3707250515295294
TCGA-69-7764-01A,0.15251337265099751,-0.1531287669390875,0.2166473750452015,-0.08915940065154797,-0.4348178627687596,-1.2895027916613382,-0.4485625724415502,-0.6746498946962122,-0.6375127776170287,-0.9383353047967085,-0.6069849002450943,-0.4300770449920188,0.5685352563038114,-0.08107507790000083,-0.4876197290880168
TCGA-55-A494-01A,-1.4156445848201797,-1.4345930850980695,-2.282251838272913,-0.8821232859947598,-0.9777691224595135,-2.601883783528771,0.23072805688948209,-1.412746514825077,-0.696124700073453,-0.6794563429531829,-1.617190869074954,-0.9711788745549013,-0.12095508498898794,-1.6957228235747375,-0.8789039735843865
TCGA-NJ-A55A-01A,1.4874889544367196,0.25182120116815854,1.0672699991603924,0.40122643822036225,-0.09361845984841738,-0.33614637307362843,0.7383271456126898,-0.2206098808647643,0.7215442854328344,-0.20436050952179213,2.4393877608707215,0.7845943177718275,0.8770933528879316,0.2545873157193296,0.2451174716971859
TCGA-55-8096-01A,0.26888983723851456,-0.5151000550431908,-0.12583098351917724,-0.1375922712745229,-0.5190041769091234,0.5490421284464833,-0.042412547109520714,0.4372005964984536,0.34126326352879577,-0.2371360376532776,-0.07192615353332256,-0.38738244313750875,-0.12089033570280323,-0.48834985112714924,-0.08920015912519098
TCGA-86-8054-01A,-1.0319231039346488,-1.0771092045982855,-0.7162938696597996,-0.6709343576613179,-0.6297664304571571,-1.127608445135593,-0.8976188330932532,-0.707749980501289,-0.9374316330218094,-0.32786624540029496,-0.7872089604708977,-0.51750166196526,-1.1642104794623995,-1.0625574656290862,-1.1264362527202758
